CHGNet initialized with 400,438 parameters
CHGNet will run on cuda
      Step     Time          Energy          fmax
BFGS:   41 18:20:28     -101.518593        0.010123
BFGS:   42 18:20:29     -101.518639        0.010985
BFGS:   43 18:20:29     -101.518707        0.014330
BFGS:   44 18:20:29     -101.518833        0.017781
BFGS:   45 18:20:29     -101.519028        0.017676
BFGS:   46 18:20:29     -101.519188        0.011537
BFGS:   47 18:20:29     -101.519245        0.005582
BFGS:   48 18:20:29     -101.519257        0.006131
BFGS:   49 18:20:29     -101.519268        0.006878
BFGS:   50 18:20:29     -101.519314        0.008052
BFGS:   51 18:20:29     -101.519371        0.008793
BFGS:   52 18:20:29     -101.519485        0.009662
BFGS:   53 18:20:30     -101.519577        0.007397
BFGS:   54 18:20:30     -101.519600        0.004156
BFGS:   55 18:20:30     -101.519611        0.003376
BFGS:   56 18:20:30     -101.519611        0.003229
BFGS:   57 18:20:30     -101.519623        0.003208
BFGS:   58 18:20:30     -101.519623        0.003490
BFGS:   59 18:20:30     -101.519657        0.003716
BFGS:   60 18:20:30     -101.519680        0.002858
BFGS:   61 18:20:30     -101.519691        0.002781
BFGS:   62 18:20:30     -101.519691        0.002401
BFGS:   63 18:20:30     -101.519691        0.002178
BFGS:   64 18:20:31     -101.519691        0.001826
BFGS:   65 18:20:31     -101.519691        0.002024
BFGS:   66 18:20:31     -101.519703        0.002837
BFGS:   67 18:20:31     -101.519726        0.003406
BFGS:   68 18:20:31     -101.519749        0.002787
BFGS:   69 18:20:31     -101.519760        0.001499
BFGS:   70 18:20:31     -101.519772        0.000970
BFGS:   71 18:20:31     -101.519760        0.000968
BFGS:   72 18:20:31     -101.519760        0.000959
BFGS:   73 18:20:31     -101.519760        0.000929
BFGS:   74 18:20:31     -101.519760        0.000989
BFGS:   75 18:20:32     -101.519772        0.001147
BFGS:   76 18:20:32     -101.519783        0.001196
BFGS:   77 18:20:32     -101.519783        0.001220
BFGS:   78 18:20:32     -101.519783        0.001145
BFGS:   79 18:20:32     -101.519783        0.001071
BFGS:   80 18:20:32     -101.519794        0.001008
BFGS:   81 18:20:32     -101.519794        0.000897
BFGS:   82 18:20:32     -101.519794        0.000744
BFGS:   83 18:20:32     -101.519794        0.000669
BFGS:   84 18:20:32     -101.519794        0.000936
BFGS:   85 18:20:32     -101.519794        0.000989
BFGS:   86 18:20:33     -101.519794        0.000932
BFGS:   87 18:20:33     -101.519794        0.000846
BFGS:   88 18:20:33     -101.519794        0.000683
BFGS:   89 18:20:33     -101.519806        0.000744
BFGS:   90 18:20:33     -101.519794        0.000675
BFGS:   91 18:20:33     -101.519806        0.000423
BFGS:   92 18:20:33     -101.519806        0.000293
BFGS:   93 18:20:33     -101.519806        0.000296
BFGS:   94 18:20:33     -101.519806        0.000284
BFGS:   95 18:20:33     -101.519806        0.000270
BFGS:   96 18:20:33     -101.519806        0.000233
BFGS:   97 18:20:34     -101.519806        0.000184
BFGS:   98 18:20:34     -101.519806        0.000163
BFGS:   99 18:20:34     -101.519806        0.000086
BFGS:  100 18:20:34     -101.519806        0.000036
BFGS:  101 18:20:34     -101.519806        0.000027
BFGS:  102 18:20:34     -101.519806        0.000041
BFGS:  103 18:20:34     -101.519806        0.000032
BFGS:  104 18:20:34     -101.519806        0.000029
BFGS:  105 18:20:34     -101.519806        0.000035
BFGS:  106 18:20:34     -101.519806        0.000035
BFGS:  107 18:20:34     -101.519806        0.000032
BFGS:  108 18:20:34     -101.519806        0.000313
BFGS:  109 18:20:34     -101.519806        0.000153
BFGS:  110 18:20:35     -101.519806        0.000021
BFGS:  111 18:20:35     -101.519806        0.000034
BFGS:  112 18:20:35     -101.519806        0.000013
BFGS:  113 18:20:35     -101.519806        0.000003
